"DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","Id","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","Year","YearText","WashingtoniansAffectedRange","BreachLifecycleRange","DaysToContainBreach","DaysToIdentifyBreach","DaysBreachLifecycle","DiscoveredInProgress","DaysOfExposure","DaysElapsedBetweenEndAndDiscovery","EndedOnDayDiscovered","DaysElapsedBeforeNotification","DaysOfExposureRange","EntityState"
"2021 Feb 04 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2021 Feb 04 12:00:00 AM","2021 Feb 08 12:00:00 AM","Automatic Funds Transfer Services Inc.","10,427","Ransomware","695","Finance",,"2,021","2021","500-999","1-99","4","0","4","true","4",,"false","41","1-99",
"2019 Dec 20 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack",,,"PCS Revenue Control Systems","10,428","Phishing","11,807","Business","Professional Services","2,021","2021","10,000-49,999","Unknown",,,,"false",,,"false","453","Unknown",
"2021 Feb 22 12:00:00 AM","2021 Mar 17 12:00:00 AM","Cyberattack","2020 Dec 24 12:00:00 AM","2020 Dec 29 12:00:00 AM","Western Union Retail Money Transfer Partner","10,429","Malware","1,555","Finance",,"2,021","2021","1,000-9,999","1-99","0","60","60","false","5","55","false","23","1-99",
"2020 May 24 12:00:00 AM","2021 Mar 18 12:00:00 AM","Cyberattack","2020 May 24 12:00:00 AM",,"Manson Counstruction Co.","10,430","Unclear/unknown","1,049","Business","Construction","2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","298","Unknown",
"2021 Jan 18 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2021 Jan 12 12:00:00 AM","2021 Jan 18 12:00:00 AM","Cancer Treatment Centers of America","10,431","Phishing","579","Health",,"2,021","2021","500-999","1-99","0","6","6","true","6",,"true","60","1-99",
"2020 Nov 29 12:00:00 AM","2021 Mar 19 12:00:00 AM","Cyberattack","2020 Nov 18 12:00:00 AM","2020 Nov 29 12:00:00 AM","Citywide Home Loans, LLC","10,432","Ransomware","2,407","Finance",,"2,021","2021","1,000-9,999","1-99","0","11","11","true","11",,"true","110","1-99",
"2021 Feb 24 12:00:00 AM","2021 Mar 22 12:00:00 AM","Theft or Mistake","2021 Feb 22 12:00:00 AM","2021 Feb 24 12:00:00 AM","On Q Fiancial, Inc.","10,433",,"18,066","Finance",,"2,021","2021","10,000-49,999","1-99","0","2","2","true","2",,"true","26","1-99",
"2020 Dec 04 12:00:00 AM","2021 Mar 24 12:00:00 AM","Cyberattack","2019 Feb 06 12:00:00 AM","2020 Dec 10 12:00:00 AM","National Wildlife Federation","10,434","Malware","3,311","Non-Profit/Charity",,"2,021","2021","1,000-9,999","500+","6","667","673","true","673",,"false","110","500+",
"2021 Mar 02 12:00:00 AM","2021 Apr 01 12:00:00 AM","Cyberattack","2021 Feb 01 12:00:00 AM",,"MHNext, LLC","10,435","Unclear/unknown","7,714","Business","Software","2,021","2021","1,000-9,999","Unknown",,"29",,"false",,,"false","30","Unknown",
"2020 Aug 14 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack",,,"FPI Management","10,436","Unclear/unknown","1,022","Business","Real Estate","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","231","Unknown",
"2021 Jan 07 12:00:00 AM","2021 Apr 02 12:00:00 AM","Cyberattack","2020 Mar 01 12:00:00 AM","2021 Jan 07 12:00:00 AM","Slate & Tell, LLC","10,437","Malware","624","Business","Accessories","2,021","2021","500-999","300-399","0","312","312","true","312",,"true","85","300-399",
"2021 Jan 27 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Marines' Memorial Association & Foundation","10,438","Ransomware","2,625","Non-Profit/Charity",,"2,021","2021","1,000-9,999","300-399","0","355","355","false","103","252","false","69","100-199",
"2020 Dec 29 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020 Nov 25 12:00:00 AM","2020 Dec 25 12:00:00 AM","Minnetonka Moccasin Company, Inc.","10,439","Malware","821","Business","Accessories","2,021","2021","500-999","1-99","0","34","34","false","30","4","false","98","1-99",
"2020 Jul 01 12:00:00 AM","2021 Apr 06 12:00:00 AM","Cyberattack","2020 May 26 12:00:00 AM","2020 Jul 01 12:00:00 AM","Portland State University Foundation","10,440","Phishing","4,216","Non-Profit/Charity",,"2,021","2021","1,000-9,999","1-99","0","36","36","true","36",,"true","279","1-99",
"2021 Mar 11 12:00:00 AM","2021 Apr 07 12:00:00 AM","Cyberattack","2020 Mar 30 12:00:00 AM","2020 Nov 06 12:00:00 AM","American Society for Clinical Pathology","10,441","Malware","703","Health",,"2,021","2021","500-999","300-399","0","346","346","false","221","125","false","27","200-299",
"2020 Nov 24 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"MailMyPrescriptions.com","10,442","Phishing","507","Health",,"2,021","2021","500-999","Unknown",,,,"false",,,"false","135","Unknown",
"2020 Nov 08 12:00:00 AM","2021 Apr 08 12:00:00 AM","Cyberattack",,,"Nexelis Group","10,443","Ransomware","957","Health",,"2,021","2021","500-999","Unknown",,,,"false",,,"false","151","Unknown",
"2020 Sep 07 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack","2020 Apr 08 12:00:00 AM","2020 Sep 21 12:00:00 AM","American College of Emergency Physicians","10,444","Unclear/unknown","4,148","Health",,"2,021","2021","1,000-9,999","100-199","14","152","166","true","166",,"false","214","100-199",
"2021 Jan 11 12:00:00 AM","2021 Apr 09 12:00:00 AM","Cyberattack",,,"McDougall & Sons, Inc.","10,445","Ransomware","5,885","Business","Other","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","88","Unknown",
"2021 Feb 11 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack",,,"FloForm Industries LLC","10,446","Ransomware","970","Business","Home","2,021","2021","500-999","Unknown",,,,"false",,,"false","61","Unknown",
"2021 Jan 25 12:00:00 AM","2021 Apr 13 12:00:00 AM","Cyberattack","2021 Jan 06 12:00:00 AM","2021 Jan 25 12:00:00 AM","University of Colorado","10,447","Malware","3,511","Education",,"2,021","2021","1,000-9,999","1-99","0","19","19","true","19",,"true","78","1-99",
"2021 Apr 12 12:00:00 AM","2021 Apr 15 12:00:00 AM","Cyberattack","2020 Dec 02 12:00:00 AM","2020 Dec 10 12:00:00 AM","AmeriFirst Financial, Inc.","10,448","Unclear/unknown","757","Finance",,"2,021","2021","500-999","100-199","0","131","131","false","8","123","false","3","1-99",
"2021 Mar 18 12:00:00 AM","2021 Apr 19 12:00:00 AM","Cyberattack","2021 Jan 07 12:00:00 AM","2021 Apr 11 12:00:00 AM","Blade HQ, LLC","10,449","Malware","3,090","Business","Retail","2,021","2021","1,000-9,999","1-99","24","70","94","true","94",,"false","32","1-99",
"2021 Mar 30 12:00:00 AM","2021 Apr 26 12:00:00 AM","Cyberattack","2021 Mar 06 12:00:00 AM","2021 Mar 30 12:00:00 AM","Seattle Police Officers' Guild","10,450","Malware","1,297","Non-Profit/Charity",,"2,021","2021","1,000-9,999","1-99","0","24","24","true","24",,"true","27","1-99",
"2021 Apr 17 12:00:00 AM","2021 Apr 28 12:00:00 AM","Unauthorized Access","2015 Sep 17 12:00:00 AM","2021 Apr 17 12:00:00 AM","ClearVoice Research.com, LLC","10,451",,"21,564","Business","Professional Services","2,021","2021","10,000-49,999","500+","0","2,039","2,039","true","2,039",,"true","11","500+",
"2021 Apr 05 12:00:00 AM","2021 Apr 28 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Direct Relief","10,452","Ransomware","926","Non-Profit/Charity",,"2,021","2021","500-999","400-499","0","423","423","false","103","320","false","23","100-199",
"2021 Feb 27 12:00:00 AM","2021 Apr 29 12:00:00 AM","Unauthorized Access","2021 Feb 27 12:00:00 AM",,"Insurance Technologies Corporation","10,453",,"3,925","Business","Software","2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","61","Unknown",
"2021 Jan 07 12:00:00 AM","2021 Apr 30 12:00:00 AM","Cyberattack","2020 Nov 03 12:00:00 AM","2020 Dec 07 12:00:00 AM","Kettle Cuisine","10,454","Ransomware","950","Business","Consumable","2,021","2021","500-999","1-99","0","65","65","false","34","31","false","113","1-99",
"2021 Mar 10 12:00:00 AM","2021 May 03 12:00:00 AM","Cyberattack","2020 Dec 01 12:00:00 AM","2021 Mar 08 12:00:00 AM","Divvy Up, Inc.","10,455","Malware","1,137","Business","Software","2,021","2021","1,000-9,999","1-99","0","99","99","false","97","2","false","54","1-99","FL"
"2021 Feb 03 12:00:00 AM","2021 May 04 12:00:00 AM","Cyberattack","2021 Jan 27 12:00:00 AM","2021 Feb 03 12:00:00 AM","Inventors Hall of Fame","10,456","Phishing","685","Non-Profit/Charity",,"2,021","2021","500-999","1-99","0","7","7","true","7",,"true","90","1-99",
"2021 Feb 19 12:00:00 AM","2021 May 05 12:00:00 AM","Unauthorized Access","2021 Feb 06 12:00:00 AM","2021 Feb 06 12:00:00 AM","NEC Networks dba CaptureRx","10,457",,"126,193","Health",,"2,021","2021","50,000-999,999","1-99","0","13","13","false","0","13","false","75","0",
"2021 Jan 20 12:00:00 AM","2021 May 05 12:00:00 AM","Cyberattack","2020 Aug 21 12:00:00 AM","2021 Jan 25 12:00:00 AM","Timberland Regional Library","10,458","Phishing","26,209","Government",,"2,021","2021","10,000-49,999","100-199","5","152","157","true","157",,"false","105","100-199",
"2021 Mar 22 12:00:00 AM","2021 May 07 12:00:00 AM","Cyberattack","2021 Mar 04 12:00:00 AM","2021 Mar 22 12:00:00 AM","JHT Holdings, Inc.","10,459","Ransomware","511","Business","Transportation","2,021","2021","500-999","1-99","0","18","18","true","18",,"true","46","1-99",
"2020 Dec 26 12:00:00 AM","2021 Mar 16 12:00:00 AM","Unauthorized Access",,"2020 Dec 26 12:00:00 AM","Infinity Insurance Company","10,426",,"606","Finance",,"2,021","2021","500-999","Unknown","0",,,"true",,,"true","80","Unknown",
"2021 Jan 24 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"Flagstar Bank, FSB","10,425","Malware","61,006","Finance",,"2,021","2021","50,000-999,999","Unknown",,,,"false",,,"false","50","Unknown",
"2020 Nov 29 12:00:00 AM","2021 Mar 15 12:00:00 AM","Cyberattack",,,"American Health Care Academy","10,424","Malware","1,211","Health",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","106","Unknown",
"2020 Jun 01 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Security Industry Specialists","10,423","Ransomware","2,264","Business","Other","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","283","Unknown",
"2020 Dec 03 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack","2020 Nov 08 12:00:00 AM","2020 Dec 03 12:00:00 AM","Perkins & Co","10,422","Ransomware","41,871","Finance",,"2,021","2021","10,000-49,999","1-99","0","25","25","true","25",,"true","98","1-99",
"2021 Mar 09 12:00:00 AM","2021 Mar 11 12:00:00 AM","Cyberattack",,,"Pan-American Life Insurance Group","10,421","Phishing","599","Finance",,"2,021","2021","500-999","Unknown",,,,"false",,,"false","2","Unknown",
"2021 Feb 04 12:00:00 AM","2021 Mar 10 12:00:00 AM","Cyberattack",,,"Public Utility District No. 1 of Skagit County","10,420","Ransomware","23,935","Government",,"2,021","2021","10,000-49,999","Unknown",,,,"false",,,"false","34","Unknown",
"2020 Nov 20 12:00:00 AM","2021 Mar 10 12:00:00 AM","Unauthorized Access","2020 Nov 07 12:00:00 AM","2020 Nov 08 12:00:00 AM","Mead Johnson & Company, LLC","10,419",,"2,828","Business","Consumable","2,021","2021","1,000-9,999","1-99","0","13","13","false","1","12","false","110","1-99",
"2021 Jan 19 12:00:00 AM","2021 Mar 05 12:00:00 AM","Cyberattack","2020 Dec 01 12:00:00 AM","2021 Jan 20 12:00:00 AM","Metromile Insurance Company","10,418","Malware","1,400","Finance",,"2,021","2021","1,000-9,999","1-99","1","49","50","true","50",,"false","45","1-99",
"2019 Oct 16 12:00:00 AM","2019 Nov 14 12:00:00 AM","Unauthorized Access","2019 Jul 09 12:00:00 AM","2019 Oct 09 12:00:00 AM","Green Roads of Florida, LLC","10,416",,"540","Business","Consumable","2,020","2020","500-999","1-99","0","99","99","false","92","7","false","29","1-99",
"2020 Oct 15 12:00:00 AM","2021 Apr 04 12:00:00 AM","Cyberattack","2020 Oct 06 12:00:00 AM","2020 Oct 15 12:00:00 AM","RXLTC, PLLC & Prescription Pharmacy, PLLC","10,415","Phishing","560","Health",,"2,021","2021","500-999","1-99","0","9","9","true","9",,"true","171","1-99",
"2021 Jan 29 12:00:00 AM","2021 Mar 05 12:00:00 AM","Cyberattack","2021 Jan 28 12:00:00 AM","2021 Jan 31 12:00:00 AM","American Armed Forces Mutual Aid Association","10,414","Unclear/unknown","4,318","Non-Profit/Charity",,"2,021","2021","1,000-9,999","1-99","2","1","3","true","3",,"false","35","1-99",
"2020 Nov 16 12:00:00 AM","2021 Mar 04 12:00:00 AM","Cyberattack",,,"Americold Realty Trust","10,413","Ransomware","3,337","Business","Real Estate","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","108","Unknown",
"2021 Feb 09 12:00:00 AM","2021 Mar 02 12:00:00 AM","Cyberattack",,,"Northshore Utility District","10,412","Ransomware","4,900","Government",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","21","Unknown",
"2020 Oct 20 12:00:00 AM","2021 Mar 02 12:00:00 AM","Cyberattack",,,"Cardinal Logistics Management Corp.","10,411","Ransomware","1,308","Business","Shipping","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","133","Unknown",
"2021 Jan 28 12:00:00 AM","2021 Feb 27 12:00:00 AM","Cyberattack","2020 Jul 01 12:00:00 AM","2020 Oct 31 12:00:00 AM","Casemaker, LLC and Lawriter, LLC","10,410","Malware","1,690","Business","Legal","2,021","2021","1,000-9,999","200-299","0","211","211","false","122","89","false","30","100-199",
"2021 Feb 02 12:00:00 AM","2021 Feb 26 12:00:00 AM","Cyberattack",,,"BSN Sports, LLC","10,409","Malware","523","Business","Accessories","2,021","2021","500-999","Unknown",,,,"false",,,"false","24","Unknown",
"2021 Jan 04 12:00:00 AM","2021 Feb 23 12:00:00 AM","Cyberattack",,,"Washington Education Association & Seattle Education Association","10,408","Ransomware","17,415","Education",,"2,021","2021","10,000-49,999","Unknown",,,,"false",,,"false","50","Unknown",
"2021 Feb 11 12:00:00 AM","2021 Feb 23 12:00:00 AM","Cyberattack","2021 Feb 03 12:00:00 AM",,"Lakewood Water District","10,407","Ransomware","14,877","Government",,"2,021","2021","10,000-49,999","Unknown",,"8",,"false",,,"false","12","Unknown",
"2020 Dec 22 12:00:00 AM","2021 Feb 23 12:00:00 AM","Theft or Mistake","2020 Oct 12 12:00:00 AM","2020 Dec 16 12:00:00 AM","Humana","10,406",,"675","Health",,"2,021","2021","500-999","1-99","0","71","71","false","65","6","false","63","1-99",
"2021 Jan 23 12:00:00 AM","2021 Feb 19 12:00:00 AM","Cyberattack","2020 Dec 24 12:00:00 AM","2020 Dec 29 12:00:00 AM","The Kroger Co.","10,405","Malware","153,800","Business","Retail","2,021","2021","50,000-999,999","1-99","0","30","30","false","5","25","false","27","1-99",
"2021 Jan 14 12:00:00 AM","2021 Feb 17 12:00:00 AM","Cyberattack","2020 Dec 03 12:00:00 AM","2021 Jan 14 12:00:00 AM","Woodcreek Provider Services, LLC","10,402","Ransomware","25,917","Health",,"2,021","2021","10,000-49,999","1-99","0","42","42","true","42",,"true","34","1-99",
"2021 Jan 12 12:00:00 AM","2021 Feb 12 12:00:00 AM","Cyberattack",,,"Washington State Auditor's Office","10,401","Malware","1,420,520","Government",,"2,021","2021","1,000,000+","Unknown",,,,"false",,,"false","31","Unknown",
"2021 Jan 03 12:00:00 AM","2021 Feb 02 12:00:00 AM","Cyberattack","2021 Jan 03 12:00:00 AM",,"The Brotherhood's Relief & Compensation Fund","10,400","Ransomware","1,563","Non-Profit/Charity",,"2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","30","Unknown",
"2020 Dec 28 12:00:00 AM","2021 Jan 26 12:00:00 AM","Cyberattack","2020 Dec 28 12:00:00 AM","2020 Dec 28 12:00:00 AM","thyssenkrupp Materials","10,399","Ransomware","1,250","Business","Manufacturing","2,021","2021","1,000-9,999","0","0","0","0","true","0",,"true","29","0",
"2020 Aug 31 12:00:00 AM","2021 Jan 27 12:00:00 AM","Cyberattack","2020 Aug 28 12:00:00 AM","2020 Aug 29 12:00:00 AM","Absher Construction Company","10,398","Malware","1,527","Business","Construction","2,021","2021","1,000-9,999","1-99","0","3","3","false","1","2","false","149","1-99",
"2020 Jul 25 12:00:00 AM","2021 Jan 26 12:00:00 AM","Cyberattack","2020 Apr 05 12:00:00 AM","2020 Aug 06 12:00:00 AM","Puget Sound Educational Service District","10,397","Phishing","32,419","Education",,"2,021","2021","10,000-49,999","100-199","12","111","123","true","123",,"false","185","100-199",
"2020 Aug 17 12:00:00 AM","2021 Jan 26 12:00:00 AM","Cyberattack",,,"Bosley, Inc.","10,396","Ransomware","1,936","Business","Other","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","162","Unknown",
"2020 Aug 10 12:00:00 AM","2021 Jan 25 12:00:00 AM","Cyberattack","2020 Aug 05 12:00:00 AM","2020 Aug 17 12:00:00 AM","Einstein Healthcare Network","10,395","Phishing","1,197","Health",,"2,021","2021","1,000-9,999","1-99","7","5","12","true","12",,"false","168","1-99",
"2020 Aug 01 12:00:00 AM","2021 Jan 25 12:00:00 AM","Cyberattack",,,"American Frame Corporation","10,394","Ransomware","954","Business","Retail","2,021","2021","500-999","Unknown",,,,"false",,,"false","177","Unknown",
"2020 Dec 14 12:00:00 AM","2021 Jan 21 12:00:00 AM","Cyberattack","2020 Nov 08 12:00:00 AM","2020 Nov 09 12:00:00 AM","Cardinal Financial Company","10,393","Unclear/unknown","925","Finance",,"2,021","2021","500-999","1-99","0","36","36","false","1","35","false","38","1-99",
"2020 Dec 22 12:00:00 AM","2021 Jan 19 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Helen Keller International","10,392","Ransomware","534","Non-Profit/Charity",,"2,021","2021","500-999","300-399","0","319","319","false","103","216","false","28","100-199",
"2020 Oct 14 12:00:00 AM","2021 Jan 15 12:00:00 AM","Cyberattack",,,"Walla Walla County, WA","10,391","Unclear/unknown","577","Government",,"2,021","2021","500-999","Unknown",,,,"false",,,"false","93","Unknown",
"2020 Dec 10 12:00:00 AM","2021 Jan 13 12:00:00 AM","Cyberattack","2019 Dec 05 12:00:00 AM","2020 May 15 12:00:00 AM","Waters & Kraus LLP","10,390","Phishing","522","Business","Legal","2,021","2021","500-999","300-399","0","371","371","false","162","209","false","34","100-199",
"2020 Jul 16 12:00:00 AM","2021 Jan 13 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","North Park University","10,389","Ransomware","1,239","Education",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","181","100-199",
"2020 Sep 07 12:00:00 AM","2021 Jan 12 12:00:00 AM","Cyberattack","2020 Aug 31 12:00:00 AM","2020 Sep 07 12:00:00 AM","National Board for Certified Counselors, Inc.","10,388","Malware","9,898","Non-Profit/Charity",,"2,021","2021","1,000-9,999","1-99","0","7","7","true","7",,"true","127","1-99",
"2020 Nov 12 12:00:00 AM","2021 Jan 11 12:00:00 AM","Cyberattack","2020 Nov 09 12:00:00 AM","2020 Nov 12 12:00:00 AM","Jefferson Healthcare","10,387","Phishing","2,496","Health",,"2,021","2021","1,000-9,999","1-99","0","3","3","true","3",,"true","60","1-99",
"2020 Dec 16 12:00:00 AM","2021 Jan 11 12:00:00 AM","Cyberattack","2020 Apr 01 12:00:00 AM","2020 Jun 30 12:00:00 AM","ALE Solutions, Inc.","10,386","Ransomware","736","Business","Other","2,021","2021","500-999","200-299","0","259","259","false","90","169","false","26","1-99",
"2020 Dec 04 12:00:00 AM","2021 Jan 08 12:00:00 AM","Cyberattack","2020 Aug 12 12:00:00 AM","2020 Sep 14 12:00:00 AM","US Fertility, LLC (Seattle Reproductive Medicine)","10,385","Ransomware","47,952","Health",,"2,021","2021","10,000-49,999","100-199","0","114","114","false","33","81","false","35","1-99",
"2020 Jul 16 12:00:00 AM","2021 Jan 08 12:00:00 AM","Cyberattack","2020 Jun 17 12:00:00 AM","2020 Jun 22 12:00:00 AM","North American Partners in Anesthesia","10,384","Phishing","505","Health",,"2,021","2021","500-999","1-99","0","29","29","false","5","24","false","176","1-99",
"2020 Dec 09 12:00:00 AM","2021 Jan 08 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Convoy of Hope","10,383","Ransomware","1,017","Non-Profit/Charity",,"2,021","2021","1,000-9,999","300-399","0","306","306","false","103","203","false","30","100-199",
"2020 Sep 29 12:00:00 AM","2021 Jan 05 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Grinnell College","10,382","Ransomware","2,465","Education",,"2,021","2021","1,000-9,999","200-299","0","235","235","false","103","132","false","98","100-199",
"2020 Dec 12 12:00:00 AM","2021 Jan 04 12:00:00 AM","Cyberattack","2020 Dec 12 12:00:00 AM","2020 Dec 26 12:00:00 AM","Peter Pan Seafoods, Inc.","10,381","Ransomware","1,661","Business","Consumable","2,021","2021","1,000-9,999","1-99","14","0","14","true","14",,"false","23","1-99",
"2020 Oct 20 12:00:00 AM","2020 Dec 31 12:00:00 AM","Cyberattack","2020 Oct 20 12:00:00 AM",,"Life Quotes, Inc.","10,380","Ransomware","626","Finance",,"2,021","2021","500-999","Unknown",,"0",,"false",,,"false","72","Unknown",
"2020 Jul 16 12:00:00 AM","2020 Dec 28 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Pulmonary Hypertension Association, Inc.","10,379","Ransomware","722","Non-Profit/Charity",,"2,021","2021","500-999","100-199","0","160","160","false","103","57","false","165","100-199",
"2020 Dec 02 12:00:00 AM","2020 Dec 28 12:00:00 AM","Theft or Mistake","2020 Nov 30 12:00:00 AM",,"Prime Therapeutics","10,378",,"897","Health",,"2,021","2021","500-999","Unknown",,"2",,"false",,,"false","26","Unknown",
"2020 Nov 11 12:00:00 AM","2020 Dec 23 12:00:00 AM","Cyberattack",,,"Tree Top, Inc.","10,377","Ransomware","9,721","Business","Consumable","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","42","Unknown",
"2020 Sep 29 12:00:00 AM","2020 Dec 23 12:00:00 AM","Cyberattack","2019 Oct 01 12:00:00 AM","2020 Aug 20 12:00:00 AM","Metabolic Maintenance Products, Inc.","10,376","Malware","709","Business","Consumable","2,021","2021","500-999","300-399","0","364","364","false","324","40","false","85","300-399",
"2020 Dec 02 12:00:00 AM","2020 Dec 23 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Bucknell University","10,375","Ransomware","710","Education",,"2,021","2021","500-999","200-299","0","299","299","false","103","196","false","21","100-199",
"2020 Nov 23 12:00:00 AM","2020 Dec 22 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Cedarville University","10,374","Ransomware","1,706","Education",,"2,021","2021","1,000-9,999","200-299","0","290","290","false","103","187","false","29","100-199",
"2020 Nov 12 12:00:00 AM","2020 Dec 18 12:00:00 AM","Cyberattack","2020 Mar 10 12:00:00 AM","2020 Nov 12 12:00:00 AM","Washington State Bar Association","10,373","Malware","4,051","Government",,"2,021","2021","1,000-9,999","200-299","0","247","247","true","247",,"true","36","200-299",
"2020 Sep 14 12:00:00 AM","2020 Dec 18 12:00:00 AM","Unauthorized Access","2019 Nov 11 12:00:00 AM","2019 Dec 09 12:00:00 AM","Benton County of Washington","10,372",,"820","Government",,"2,021","2021","500-999","300-399","0","308","308","false","28","280","false","95","1-99",
"2020 Nov 06 12:00:00 AM","2020 Dec 16 12:00:00 AM","Cyberattack","2018 May 13 12:00:00 AM","2020 Nov 24 12:00:00 AM","Paysafe Group Holdings Limited","10,371","Unclear/unknown","1,877","Business","Other","2,021","2021","1,000-9,999","500+","18","908","926","true","926",,"false","40","500+",
"2020 Jun 19 12:00:00 AM","2020 Dec 16 12:00:00 AM","Cyberattack","2020 Jun 17 12:00:00 AM","2020 Jun 22 12:00:00 AM","MEDNAX Services, Inc.","10,370","Phishing","29,861","Health",,"2,021","2021","10,000-49,999","1-99","3","2","5","true","5",,"false","180","1-99",
"2020 Sep 28 12:00:00 AM","2020 Dec 16 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Kappa Delta Foundation","10,369","Ransomware","1,508","Non-Profit/Charity",,"2,021","2021","1,000-9,999","200-299","0","234","234","false","103","131","false","79","100-199",
"2020 Nov 12 12:00:00 AM","2020 Dec 11 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Fairfield University","10,368","Ransomware","505","Education",,"2,021","2021","500-999","200-299","0","279","279","false","103","176","false","29","100-199",
"2020 Jul 16 12:00:00 AM","2020 Dec 10 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Oklahoma State University Foundation","10,367","Ransomware","1,334","Non-Profit/Charity",,"2,021","2021","1,000-9,999","100-199","0","160","160","false","103","57","false","147","100-199",
"2020 May 01 12:00:00 AM","2020 Dec 09 12:00:00 AM","Cyberattack",,,"City University of Seattle","10,366","Unclear/unknown","1,097","Education",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","222","Unknown",
"2020 Oct 25 12:00:00 AM","2020 Dec 04 12:00:00 AM","Cyberattack","2020 Sep 28 12:00:00 AM","2020 Oct 25 12:00:00 AM","USNR, LLC","10,365","Ransomware","1,368","Business","Manufacturing","2,021","2021","1,000-9,999","1-99","0","27","27","true","27",,"true","40","1-99",
"2020 Nov 11 12:00:00 AM","2020 Dec 01 12:00:00 AM","Cyberattack","2020 Nov 04 12:00:00 AM","2020 Nov 19 12:00:00 AM","Stride Inc.","10,364","Ransomware","742","Business","Other","2,021","2021","500-999","1-99","8","7","15","true","15",,"false","20","1-99",
"2020 Oct 14 12:00:00 AM","2020 Dec 01 12:00:00 AM","Cyberattack",,,"Matson Navigation Company","10,363","Unclear/unknown","2,991","Business","Shipping","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","48","Unknown",
"2020 Oct 24 12:00:00 AM","2020 Nov 20 12:00:00 AM","Cyberattack","2020 Oct 21 12:00:00 AM","2020 Oct 25 12:00:00 AM","Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)","10,362","Ransomware","2,543","Business","Manufacturing","2,021","2021","1,000-9,999","1-99","1","3","4","true","4",,"false","27","1-99",
"2020 Aug 23 12:00:00 AM","2020 Nov 18 12:00:00 AM","Cyberattack","2020 Jul 11 12:00:00 AM","2020 Aug 23 12:00:00 AM","Windstream Holdings II, LLC","10,361","Unclear/unknown","643","Business","Telecommunications","2,021","2021","500-999","1-99","0","43","43","true","43",,"true","87","1-99",
"2020 Jul 24 12:00:00 AM","2020 Nov 13 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Georgia Southern University","10,360","Ransomware","552","Education",,"2,021","2021","500-999","100-199","0","168","168","false","103","65","false","112","100-199",
