"DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","Id","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","Year","YearText","WashingtoniansAffectedRange","BreachLifecycleRange","DaysToContainBreach","DaysToIdentifyBreach","DaysBreachLifecycle","DiscoveredInProgress","DaysOfExposure","DaysElapsedBetweenEndAndDiscovery","EndedOnDayDiscovered","DaysElapsedBeforeNotification","DaysOfExposureRange","EntityState"
"2024 Apr 10 12:00:00 AM","2024 May 28 12:00:00 AM","Cyberattack","2024 Feb 21 12:00:00 AM","2024 Feb 21 12:00:00 AM","Johnson & Johnson Patient Assistance Foundation, Inc. (The Lash Group, LLC)","17,176","Malware","12,835","Health",,"2,024","2024","10,000-49,999","1-99","0","49","49","false","0","49","false","48","0","PA"
"2024 Apr 10 12:00:00 AM","2024 May 30 12:00:00 AM","Cyberattack","2024 Feb 21 12:00:00 AM","2024 Feb 21 12:00:00 AM","Sanofi US Services Inc. (The Lash Group, LLC)","17,177","Malware","24,496","Health",,"2,024","2024","10,000-49,999","1-99","0","49","49","false","0","49","false","50","0","PA"
"2024 Apr 10 12:00:00 AM","2024 May 31 12:00:00 AM","Cyberattack","2024 Feb 21 12:00:00 AM","2024 Feb 21 12:00:00 AM","Takeda Pharmaceuticals U.S.A., Inc. (The Lash Group, LLC)","17,178","Malware","889","Health",,"2,024","2024","500-999","1-99","0","49","49","false","0","49","false","51","0","PA"
"2024 Jun 13 12:00:00 AM","2024 Jun 21 12:00:00 AM","Unauthorized Access","2024 Jun 13 12:00:00 AM","2024 Jun 13 12:00:00 AM","Levi Strauss & Co.","17,179",,"640","Business","Retail","2,024","2024","500-999","0","0","0","0","true","0",,"true","8","0","CA"
"2023 Nov 27 12:00:00 AM","2024 Jul 09 12:00:00 AM","Cyberattack","2023 Nov 02 12:00:00 AM","2023 Nov 26 12:00:00 AM","New York School of Interior Design","17,217","Ransomware","755","Education",,"2,024","2024","500-999","1-99","0","25","25","false","24","1","false","225","1-99","NY"
"2024 May 23 12:00:00 AM","2024 Jul 10 12:00:00 AM","Unauthorized Access","2024 Apr 14 12:00:00 AM","2024 May 24 12:00:00 AM","Advance Stores Company, Incorporated (Advanced Auto Parts)","17,218",,"21,791","Business","Retail","2,024","2024","10,000-49,999","1-99","1","39","40","true","40",,"false","48","1-99","NC"
"2024 May 13 12:00:00 AM","2024 Jul 11 12:00:00 AM","Theft or Mistake","2024 May 13 12:00:00 AM","2024 May 13 12:00:00 AM","Family Dynamics Counseling Services, Inc. ","17,219",,"3,129","Health",,"2,024","2024","1,000-9,999","0","0","0","0","true","0",,"true","59","0","WA"
"2023 Dec 18 12:00:00 AM","2024 Jun 10 12:00:00 AM","Cyberattack","2023 Dec 18 12:00:00 AM","2024 Jan 02 12:00:00 AM","First American Financial Corporation","17,222","Ransomware","706","Finance",,"2,024","2024","500-999","1-99","15","0","15","true","15",,"false","175","1-99","CA"
"2024 May 23 12:00:00 AM","2024 Jun 22 12:00:00 AM","Unauthorized Access","2024 Apr 02 12:00:00 AM","2024 May 18 12:00:00 AM","Ticketmaster LLC","17,223",,"500","Business","Entertainment","2,024","2024","500-999","1-99","0","51","51","false","46","5","false","30","1-99","CA"
"2023 Jun 05 12:00:00 AM","2024 Jun 28 12:00:00 AM","Cyberattack","2023 May 31 12:00:00 AM","2023 Jun 05 12:00:00 AM","Adapt Health (Philips Respironics, Inc.) ","17,224","Ransomware","1,200","Health",,"2,024","2024","1,000-9,999","1-99","0","5","5","true","5",,"true","389","1-99","PA"
"2023 Jun 05 12:00:00 AM","2024 Jun 03 12:00:00 AM","Cyberattack","2023 May 31 12:00:00 AM","2023 Jun 05 12:00:00 AM","Rotech Healthcare (Philips Respironics, Inc.)","17,225","Ransomware","2,802","Health",,"2,024","2024","1,000-9,999","1-99","0","5","5","true","5",,"true","364","1-99","PA"
"2023 May 31 12:00:00 AM","2024 Jun 03 12:00:00 AM","Cyberattack","2023 May 31 12:00:00 AM","2023 Jun 05 12:00:00 AM","Kaiser Foundation Health Plan, Inc. (Philips Respironics, Inc.)","17,226","Ransomware","17,530","Health",,"2,024","2024","10,000-49,999","1-99","5","0","5","true","5",,"false","369","1-99","PA"
"2023 Oct 22 12:00:00 AM","2024 Jul 16 12:00:00 AM","Cyberattack","2023 Oct 22 12:00:00 AM","2023 Oct 22 12:00:00 AM","FCDG Management, LLC","17,228","Ransomware","1,454","Health",,"2,024","2024","1,000-9,999","0","0","0","0","true","0",,"true","268","0","WI"
"2024 Apr 08 12:00:00 AM","2024 Jun 11 12:00:00 AM","Unauthorized Access","2024 Apr 08 12:00:00 AM",,"Rairdon Automotive Group","17,229",,"2,301","Business","Retail","2,024","2024","1,000-9,999","Unknown",,"0",,"false",,,"false","64","Unknown",
"2023 Dec 28 12:00:00 AM","2024 May 08 12:00:00 AM","Unauthorized Access","2023 Mar 06 12:00:00 AM","2023 May 12 12:00:00 AM","WebTPA","17,230",,"38,420","Business","Professional Services","2,024","2024","10,000-49,999","200-299","0","297","297","false","67","230","false","132","1-99","TX"
"2023 Aug 11 12:00:00 AM","2024 Jul 10 12:00:00 AM","Cyberattack","2023 Aug 08 12:00:00 AM","2023 Aug 11 12:00:00 AM","Coalition for the Common Good dba Antioch University","17,248","Ransomware","4,276","Education",,"2,024","2024","1,000-9,999","1-99","0","3","3","true","3",,"true","334","1-99","OH"
"2024 May 29 12:00:00 AM","2024 Jul 08 12:00:00 AM","Cyberattack","2024 Feb 09 12:00:00 AM","2024 May 31 12:00:00 AM","Evolve Bank & Trust","17,249","Ransomware","275,716","Finance",,"2,024","2024","50,000-999,999","100-199","2","110","112","true","112",,"false","40","100-199","TN"
"2024 Jun 06 12:00:00 AM","2024 Jul 15 12:00:00 AM","Cyberattack","2024 Jun 06 12:00:00 AM","2024 Jun 06 12:00:00 AM","Rite Aid Corporation","17,250","Phishing","96,270","Health",,"2,024","2024","50,000-999,999","0","0","0","0","true","0",,"true","39","0","PA"
"2023 Sep 14 12:00:00 AM","2024 Apr 25 12:00:00 AM","Cyberattack","2023 Sep 12 12:00:00 AM","2023 Sep 14 12:00:00 AM","Berry, Dunn, McNeil & Parker, LLC","17,251","Ransomware","1,888","Business","Professional Services","2,024","2024","1,000-9,999","1-99","0","2","2","true","2",,"true","224","1-99","ME"
"2024 May 24 12:00:00 AM","2024 Jun 24 12:00:00 AM","Cyberattack","2024 Apr 14 12:00:00 AM","2024 May 24 12:00:00 AM","The Neiman Marcus Group LLC ","17,252","Other","11,049","Business","Retail","2,024","2024","10,000-49,999","1-99","0","40","40","true","40",,"true","31","1-99","TX"
"2024 Mar 25 12:00:00 AM","2024 Jun 14 12:00:00 AM","Cyberattack","2024 Jan 10 12:00:00 AM","2024 Apr 02 12:00:00 AM","Scout Energy Management LLC","17,254","Ransomware","1,186","Business","Professional Services","2,024","2024","1,000-9,999","1-99","8","75","83","true","83",,"false","81","1-99","TX"
"2023 Nov 19 12:00:00 AM","2024 Jun 21 12:00:00 AM","Cyberattack","2023 Oct 26 12:00:00 AM","2023 Nov 23 12:00:00 AM","LivaNova USA, Inc.","17,307","Ransomware","2,116","Health",,"2,024","2024","1,000-9,999","1-99","4","24","28","true","28",,"false","215","1-99","TX"
"2024 Mar 19 12:00:00 AM","2024 Jul 26 12:00:00 AM","Cyberattack","2024 Feb 05 12:00:00 AM","2024 Mar 21 12:00:00 AM","DG3 North America, Inc.","17,310","Ransomware","2,670","Business","Other","2,025","2025","1,000-9,999","1-99","2","43","45","true","45",,"false","129","1-99","NJ"
"2024 Feb 22 12:00:00 AM","2024 Jul 24 12:00:00 AM","Unauthorized Access","2024 Feb 22 12:00:00 AM","2024 Feb 24 12:00:00 AM","Spokane County Title","17,311",,"4,887","Business","Real Estate","2,025","2025","1,000-9,999","1-99","2","0","2","true","2",,"false","153","1-99","WA"
"2023 Nov 02 12:00:00 AM","2024 Jun 27 12:00:00 AM","Cyberattack","2023 Oct 29 12:00:00 AM","2023 Nov 02 12:00:00 AM","Infosys McCamish Systems, LLC ","17,312","Ransomware","43,393","Business","Software","2,024","2024","10,000-49,999","1-99","0","4","4","true","4",,"true","238","1-99","GA"
"2024 Feb 26 12:00:00 AM","2024 Jul 11 12:00:00 AM","Cyberattack","2024 Feb 24 12:00:00 AM","2024 Feb 26 12:00:00 AM","Therapeutic Health Services","17,313","Ransomware","24,281","Non-Profit/Charity",,"2,024","2024","10,000-49,999","1-99","0","2","2","true","2",,"true","136","1-99","WA"
"2023 Nov 16 12:00:00 AM","2024 Jul 02 12:00:00 AM","Cyberattack","2023 Nov 16 12:00:00 AM","2023 Nov 16 12:00:00 AM","CF Arcis XII, LLC dba Arcis Golf","17,317","Ransomware","4,853","Business","Entertainment","2,024","2024","1,000-9,999","0","0","0","0","true","0",,"true","229","0","TX"
"2024 Mar 25 12:00:00 AM","2024 Jul 26 12:00:00 AM","Cyberattack","2024 Mar 09 12:00:00 AM","2024 Mar 25 12:00:00 AM","HealthEquity, Inc.","17,341","Other","102,140","Health",,"2,025","2025","50,000-999,999","1-99","0","16","16","true","16",,"true","123","1-99","WA"
"2024 Apr 14 12:00:00 AM","2024 Jun 06 12:00:00 AM","Cyberattack","2024 Apr 13 12:00:00 AM","2024 Apr 16 12:00:00 AM","Frontier Communications Parent, Inc.","17,342","Ransomware","8,211","Business","Telecommunications","2,024","2024","1,000-9,999","1-99","2","1","3","true","3",,"false","53","1-99","TX"
"2024 Apr 23 12:00:00 AM","2024 Jul 26 12:00:00 AM","Cyberattack","2024 Apr 21 12:00:00 AM","2024 Apr 23 12:00:00 AM","United of Omaha Life Insurance Company","17,343","Phishing","1,089","Finance",,"2,025","2025","1,000-9,999","1-99","0","2","2","true","2",,"true","94","1-99","NE"
"2024 Feb 21 12:00:00 AM","2024 Aug 03 12:00:00 AM","Cyberattack","2024 Feb 17 12:00:00 AM","2024 Feb 20 12:00:00 AM","Change Healthcare Inc.","17,353","Ransomware","3,121,209","Health",,"2,025","2025","1,000,000+","1-99","0","4","4","false","3","1","false","164","1-99","MN"
"2024 Apr 18 12:00:00 AM","2024 May 20 12:00:00 AM","Cyberattack",,,"Bayer Corporation (The Lash Group, LLC)","17,399","Malware","2,060","Health",,"2,024","2024","1,000-9,999","Unknown",,,,"false",,,"false","32","Unknown",
"2024 Jun 11 12:00:00 AM","2024 Aug 05 12:00:00 AM","Unauthorized Access","2024 May 26 12:00:00 AM","2024 May 28 12:00:00 AM","QuoteWizard","17,420",,"717,781","Business","Other","2,025","2025","50,000-999,999","1-99","0","16","16","false","2","14","false","55","1-99","WA"
"2023 Jun 29 12:00:00 AM","2024 Aug 09 12:00:00 AM","Cyberattack","2023 Jun 23 12:00:00 AM","2023 Jun 29 12:00:00 AM","King Arthur Baking Company, Inc.","17,421","Ransomware","1,274","Business","Consumable","2,025","2025","1,000-9,999","1-99","0","6","6","true","6",,"true","407","1-99","VT"
"2024 Jul 25 12:00:00 AM","2024 Aug 13 12:00:00 AM","Unauthorized Access","2021 Jan 01 12:00:00 AM","2024 Jul 26 12:00:00 AM","FlightAware","17,422",,"1,407","Business","Web Services","2,025","2025","1,000-9,999","500+","1","1,301","1,302","true","1,302",,"false","19","500+","TX"
"2024 Feb 13 12:00:00 AM","2024 Aug 16 12:00:00 AM","Cyberattack","2024 Feb 13 12:00:00 AM","2024 Feb 13 12:00:00 AM","Enroll Confidently, Inc","17,423","Ransomware","694","Business","Other","2,025","2025","500-999","0","0","0","0","true","0",,"true","185","0","AZ"
"2024 Mar 02 12:00:00 AM","2024 Aug 13 12:00:00 AM","Cyberattack","2024 Feb 22 12:00:00 AM","2024 Mar 02 12:00:00 AM","Kootenai Health","17,430","Ransomware","94,530","Health",,"2,025","2025","50,000-999,999","1-99","0","9","9","true","9",,"true","164","1-99","ID"
"2024 Jun 26 12:00:00 AM","2024 Aug 16 12:00:00 AM","Cyberattack","2023 Dec 20 12:00:00 AM","2024 Jun 26 12:00:00 AM","Oregon Zoo","17,431","Other","22,901","Government",,"2,025","2025","10,000-49,999","100-199","0","189","189","true","189",,"true","51","100-199","OR"
"2024 Jan 31 12:00:00 AM","2024 Aug 16 12:00:00 AM","Cyberattack","2024 Jan 31 12:00:00 AM","2024 Jan 31 12:00:00 AM","T&B Inc","17,432","Ransomware","1,770","Business","Other","2,025","2025","1,000-9,999","0","0","0","0","true","0",,"true","198","0","WA"
"2023 Jul 19 12:00:00 AM","2024 Aug 21 12:00:00 AM","Cyberattack","2023 Jul 18 12:00:00 AM","2023 Jul 19 12:00:00 AM","The Ellensburg School District","17,449","Ransomware","3,955","Education",,"2,025","2025","1,000-9,999","1-99","0","1","1","true","1",,"true","399","1-99","WA"
"2024 Jun 29 12:00:00 AM","2024 Aug 20 12:00:00 AM","Cyberattack","2024 May 23 12:00:00 AM","2024 Jun 29 12:00:00 AM","Patelco Credit Union","17,450","Ransomware","4,286","Finance",,"2,025","2025","1,000-9,999","1-99","0","37","37","true","37",,"true","52","1-99","CA"
"2024 May 15 12:00:00 AM","2024 Aug 23 12:00:00 AM","Cyberattack","2024 May 13 12:00:00 AM","2024 May 15 12:00:00 AM","Okanogan Behavioral HealthCare","17,468","Ransomware","15,774","Health",,"2,025","2025","10,000-49,999","1-99","0","2","2","true","2",,"true","100","1-99","WA"
"2024 Jun 17 12:00:00 AM","2024 Aug 27 12:00:00 AM","Cyberattack","2024 Jun 10 12:00:00 AM","2024 Aug 27 12:00:00 AM","Lake Washington Institute of Technology","17,494","Ransomware","8,694","Education",,"2,025","2025","1,000-9,999","1-99","71","7","78","true","78",,"false","71","1-99","WA"
"2024 Jul 08 12:00:00 AM","2024 Aug 28 12:00:00 AM","Cyberattack","2024 Jun 27 12:00:00 AM","2024 Jul 08 12:00:00 AM","Moser Wealth Advisors","17,495","Ransomware","750","Finance",,"2,025","2025","500-999","1-99","0","11","11","true","11",,"true","51","1-99","WA"
"2024 Apr 17 12:00:00 AM","2024 Aug 30 12:00:00 AM","Cyberattack","2024 Apr 17 12:00:00 AM","2024 Apr 17 12:00:00 AM","Octapharma Plasma, Inc.","17,496","Other","9,127","Business","Other","2,025","2025","1,000-9,999","0","0","0","0","true","0",,"true","135","0","NC"
"2024 Jul 25 12:00:00 AM","2024 Sep 05 12:00:00 AM","Cyberattack","2024 Jul 25 12:00:00 AM","2024 Jul 25 12:00:00 AM","Riverside Resort & Casino","17,501","Ransomware","941","Business","Other","2,025","2025","500-999","0","0","0","0","true","0",,"true","42","0","NV"
"2024 Jan 11 12:00:00 AM","2024 Aug 30 12:00:00 AM","Cyberattack","2023 Nov 24 12:00:00 AM","2024 Jan 11 12:00:00 AM","Futurity First Insurance Group","17,524","Other","1,400","Business","Other","2,025","2025","1,000-9,999","1-99","0","48","48","true","48",,"true","232","1-99","CA"
"2023 Nov 27 12:00:00 AM","2024 Aug 30 12:00:00 AM","Cyberattack","2023 Nov 27 12:00:00 AM","2023 Nov 27 12:00:00 AM","Boys and Girls Clubs of Whatcom County ","17,525","Malware","870","Education",,"2,025","2025","500-999","0","0","0","0","true","0",,"true","277","0","WA"
"2023 Dec 15 12:00:00 AM","2024 Sep 05 12:00:00 AM","Cyberattack","2023 Dec 14 12:00:00 AM","2023 Dec 15 12:00:00 AM","Water For People ","17,526","Ransomware","2,084","Non-Profit/Charity",,"2,025","2025","1,000-9,999","1-99","0","1","1","true","1",,"true","265","1-99","CO"
"2024 May 17 12:00:00 AM","2024 Sep 05 12:00:00 AM","Unauthorized Access","2024 May 15 12:00:00 AM","2024 May 17 12:00:00 AM","Graham Emmanuel Baptist Church","17,527",,"1,335","Non-Profit/Charity",,"2,025","2025","1,000-9,999","1-99","0","2","2","true","2",,"true","111","1-99","WA"
"2024 Apr 01 12:00:00 AM","2024 Sep 09 12:00:00 AM","Cyberattack","2024 Apr 01 12:00:00 AM","2024 Apr 01 12:00:00 AM","Kemper Sports Management, LLC","17,529","Ransomware","1,929","Business","Hospitality","2,025","2025","1,000-9,999","0","0","0","0","true","0",,"true","161","0","IL"
"2024 Jan 11 12:00:00 AM","2024 Aug 31 12:00:00 AM","Unauthorized Access",,,"Connecticut College","17,547",,"711","Education",,"2,025","2025","500-999","Unknown",,,,"false",,,"false","233","Unknown","CT"
"2023 Nov 23 12:00:00 AM","2024 Jul 02 12:00:00 AM","Unauthorized Access",,,"Ingo Money, Inc.","17,550",,"1,550","Finance",,"2,024","2024","1,000-9,999","Unknown",,,,"false",,,"false","222","Unknown","GA"
"2023 Jun 28 12:00:00 AM","2023 Aug 17 12:00:00 AM","Cyberattack","2023 May 30 12:00:00 AM","2023 May 30 12:00:00 AM","Everett Community College","17,553","Unclear/unknown","9,078","Education",,"2,024","2024","1,000-9,999","1-99","0","29","29","false","0","29","false","50","0","WA"
"2024 Aug 15 12:00:00 AM","2024 Sep 13 12:00:00 AM","Cyberattack","2024 Jan 20 12:00:00 AM","2024 Jan 21 12:00:00 AM","David’s Bridal","17,592","Ransomware","911","Business","Retail","2,025","2025","500-999","200-299","0","208","208","false","1","207","false","29","1-99","PA"
"2024 Aug 21 12:00:00 AM","2024 Sep 17 12:00:00 AM","Cyberattack","2024 Aug 21 12:00:00 AM","2024 Aug 22 12:00:00 AM","DICK'S Sporting Goods, Inc.","17,594","Other","72,012","Business","Retail","2,025","2025","50,000-999,999","1-99","1","0","1","true","1",,"false","27","1-99","PA"
"2024 Aug 01 12:00:00 AM","2024 Sep 13 12:00:00 AM","Theft or Mistake",,"2024 Jul 25 12:00:00 AM","Campus CE Corporation","17,595",,"52,175","Education",,"2,025","2025","50,000-999,999","Unknown","0",,,"false",,"7","false","43","Unknown","WA"
"2023 Sep 26 12:00:00 AM","2024 Sep 13 12:00:00 AM","Unauthorized Access","2023 Aug 20 12:00:00 AM","2023 Sep 26 12:00:00 AM","Law Offices of Todd S. Richardson, PLLC","17,597",,"1,106","Business","Other","2,025","2025","1,000-9,999","1-99","0","37","37","true","37",,"true","353","1-99","WA"
"2024 Apr 26 12:00:00 AM","2024 Sep 18 12:00:00 AM","Unauthorized Access","2024 Mar 01 12:00:00 AM","2024 May 03 12:00:00 AM","Insurance Agency Marketing Services, Inc.","17,598","Unclear/unknown","2,013","Business","Other","2,025","2025","1,000-9,999","1-99","7","56","63","true","63",,"false","145","1-99","NE"
"2024 Apr 13 12:00:00 AM","2024 Sep 18 12:00:00 AM","Cyberattack","2024 Apr 10 12:00:00 AM","2024 Apr 13 12:00:00 AM","Young Consulting LLC","17,599","Ransomware","20,732","Business","Software","2,025","2025","10,000-49,999","1-99","0","3","3","true","3",,"true","158","1-99","GA"
"2024 Jun 29 12:00:00 AM","2024 Sep 23 12:00:00 AM","Cyberattack","2024 May 23 12:00:00 AM","2024 Jun 29 12:00:00 AM","Patelco Credit Union (Amended Notice) ","17,663","Ransomware","8,176","Finance",,"2,025","2025","1,000-9,999","1-99","0","37","37","true","37",,"true","86","1-99","CA"
"2024 Aug 21 12:00:00 AM","2024 Sep 25 12:00:00 AM","Cyberattack","2024 Aug 14 12:00:00 AM","2024 Aug 21 12:00:00 AM","Prentke Romich Company dba PRC-Saltillo","17,684","Ransomware","690","Business","Manufacturing","2,025","2025","500-999","1-99","0","7","7","true","7",,"true","35","1-99","OH"
"2024 Sep 08 12:00:00 AM","2024 Sep 13 12:00:00 AM","Theft or Mistake",,"2024 Sep 08 12:00:00 AM","Aim Inc (Summit View Accounting)","17,691",,"1,156","Finance",,"2,025","2025","1,000-9,999","Unknown","0",,,"true",,,"true","5","Unknown","WA"
"2024 Feb 26 12:00:00 AM","2024 Sep 26 12:00:00 AM","Cyberattack","2024 Feb 14 12:00:00 AM","2024 Feb 26 12:00:00 AM","CF Medical","17,709","Other","540","Health",,"2,025","2025","500-999","1-99","0","12","12","true","12",,"true","213","1-99","GA"
"2023 Oct 12 12:00:00 AM","2024 Oct 01 12:00:00 AM","Cyberattack","2023 Jan 25 12:00:00 AM","2023 Nov 06 12:00:00 AM","Fluke Corporation ","17,714","Ransomware","2,312","Business","Manufacturing","2,025","2025","1,000-9,999","200-299","25","260","285","true","285",,"false","355","200-299","WA"
"2023 Oct 12 12:00:00 AM","2024 Oct 01 12:00:00 AM","Cyberattack","2023 Jan 25 12:00:00 AM","2023 Nov 06 12:00:00 AM","FTV Employment Services LLC","17,716","Ransomware","589","Business","Manufacturing","2,025","2025","500-999","200-299","25","260","285","true","285",,"false","355","200-299","WA"
"2024 Aug 23 12:00:00 AM","2024 Oct 03 12:00:00 AM","Unauthorized Access","2024 Aug 23 12:00:00 AM",,"True World Holdings LLC","17,737",,"968","Business","Consumable","2,025","2025","500-999","Unknown",,"0",,"false",,,"false","41","Unknown","NJ"
"2024 Aug 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","Unauthorized Access","2024 Jul 12 12:00:00 AM","2024 Aug 22 12:00:00 AM","5.11, inc.","17,756",,"699","Business","Retail","2,025","2025","500-999","1-99","17","24","41","true","41",,"false","61","1-99","WA"
"2024 May 13 12:00:00 AM","2024 Oct 23 12:00:00 AM","Cyberattack","2024 May 13 12:00:00 AM","2024 Jun 17 12:00:00 AM","Landmark Admin, LLC","17,888","Ransomware","4,795","Finance",,"2,025","2025","1,000-9,999","1-99","35","0","35","true","35",,"false","163","1-99","TX"
"2024 Aug 15 12:00:00 AM","2024 Oct 25 12:00:00 AM","Cyberattack","2024 Aug 15 12:00:00 AM","2024 Aug 15 12:00:00 AM","Wireless Communications, Inc. dba Cellular Plus","17,928","Ransomware","508","Business","Retail","2,025","2025","500-999","0","0","0","0","true","0",,"true","71","0","MT"
"2024 Jan 19 12:00:00 AM","2024 Oct 28 12:00:00 AM","Cyberattack","2023 Dec 19 12:00:00 AM","2024 Jan 19 12:00:00 AM","CUSO Financial Services, LP","17,929","Other","5,668","Finance",,"2,025","2025","1,000-9,999","1-99","0","31","31","true","31",,"true","283","1-99","CA"
"2024 May 15 12:00:00 AM","2024 Oct 18 12:00:00 AM","Cyberattack","2024 May 11 12:00:00 AM","2024 May 15 12:00:00 AM","The City of Richland, Washington","17,930","Malware","1,700","Government",,"2,025","2025","1,000-9,999","1-99","0","4","4","true","4",,"true","156","1-99","WA"
"2024 Jun 25 12:00:00 AM","2024 Oct 30 12:00:00 AM","Unauthorized Access","2024 Jun 23 12:00:00 AM","2024 Jun 26 12:00:00 AM","Soliant Health, LLC","17,935",,"675","Business","Professional Services","2,025","2025","500-999","1-99","1","2","3","true","3",,"false","127","1-99","GA"
"2024 Aug 14 12:00:00 AM","2024 Oct 30 12:00:00 AM","Cyberattack","2024 Aug 13 12:00:00 AM","2024 Aug 14 12:00:00 AM","Sierra Construction Company, Inc.","17,936","Ransomware","1,103","Business","Construction","2,025","2025","1,000-9,999","1-99","0","1","1","true","1",,"true","77","1-99","WA"
"2024 Sep 28 12:00:00 AM","2024 Oct 31 12:00:00 AM","Unauthorized Access","2024 Jan 07 12:00:00 AM","2024 Sep 28 12:00:00 AM","SelectBlinds","17,937",,"7,530","Business","Retail","2,025","2025","1,000-9,999","200-299","0","265","265","true","265",,"true","33","200-299","WA"
"2024 Oct 11 12:00:00 AM","2024 Nov 01 12:00:00 AM","Unauthorized Access","2024 Oct 07 12:00:00 AM","2024 Oct 11 12:00:00 AM","Green Dot Corporation","17,960",,"1,715","Finance",,"2,025","2025","1,000-9,999","1-99","0","4","4","true","4",,"true","21","1-99","TX"
"2024 Jul 24 12:00:00 AM","2024 Nov 01 12:00:00 AM","Cyberattack","2024 Jul 17 12:00:00 AM","2024 Jul 26 12:00:00 AM","BNBuilders","17,961","Ransomware","1,768","Business","Construction","2,025","2025","1,000-9,999","1-99","2","7","9","true","9",,"false","100","1-99","WA"
"2024 Apr 01 12:00:00 AM","2024 Nov 08 12:00:00 AM","Cyberattack","2024 Feb 22 12:00:00 AM","2024 Apr 01 12:00:00 AM","Inszone Insurance Services, LLC","17,962","Ransomware","18,649","Business","Other","2,025","2025","10,000-49,999","1-99","0","39","39","true","39",,"true","221","1-99","CA"
"2024 Sep 06 12:00:00 AM","2024 Nov 12 12:00:00 AM","Cyberattack","2024 Jul 25 12:00:00 AM","2024 Sep 18 12:00:00 AM","Pallet Logistics of America d/b/a PLA","17,963","Ransomware","700","Business","Manufacturing","2,025","2025","500-999","1-99","12","43","55","true","55",,"false","67","1-99","TX"
"2024 May 21 12:00:00 AM","2024 Nov 08 12:00:00 AM","Cyberattack","2024 May 21 12:00:00 AM","2024 May 21 12:00:00 AM","Set Forth, Inc. ","17,964","Unclear/unknown","19,451","Business","Web Services","2,025","2025","10,000-49,999","0","0","0","0","true","0",,"true","171","0","IL"
"2024 Feb 26 12:00:00 AM","2024 Nov 12 12:00:00 AM","Cyberattack","2024 Feb 14 12:00:00 AM","2024 Feb 26 12:00:00 AM","Colorado Technical University","17,965","Ransomware","567","Education",,"2,025","2025","500-999","1-99","0","12","12","true","12",,"true","260","1-99","CO"
"2024 Jul 25 12:00:00 AM","2024 Nov 12 12:00:00 AM","Cyberattack","2024 Jul 25 12:00:00 AM","2024 Jul 26 12:00:00 AM","TEAM Software","17,966","Ransomware","1,781","Business","Other","2,025","2025","1,000-9,999","1-99","1","0","1","true","1",,"false","110","1-99","NJ"
"2024 Aug 23 12:00:00 AM","2024 Nov 14 12:00:00 AM","Cyberattack","2024 Aug 21 12:00:00 AM","2024 Aug 23 12:00:00 AM","American Neighborhood Mortgage Acceptance Company, LLC","17,989","Ransomware","1,571","Business","Other","2,025","2025","1,000-9,999","1-99","0","2","2","true","2",,"true","83","1-99","NJ"
"2024 Mar 01 12:00:00 AM","2024 Nov 15 12:00:00 AM","Cyberattack","2024 Jan 05 12:00:00 AM","2024 Mar 01 12:00:00 AM","Witherspoon Brajcich McPhee, PLLC","17,990","Other","6,419","Business","Legal","2,025","2025","1,000-9,999","1-99","0","56","56","true","56",,"true","259","1-99","WA"
"2024 Sep 20 12:00:00 AM","2024 Oct 07 12:00:00 AM","Cyberattack","2024 Sep 20 12:00:00 AM","2024 Sep 22 12:00:00 AM","MoneyGram Payment Systems, Inc.","17,991","Other","1,272","Finance",,"2,025","2025","1,000-9,999","1-99","2","0","2","true","2",,"false","17","1-99","TX"
"2023 Nov 02 12:00:00 AM","2024 Nov 22 12:00:00 AM","Unauthorized Access","2023 Oct 29 12:00:00 AM","2023 Nov 02 12:00:00 AM","Farmers New World Life Insurance Company","18,049",,"1,214","Finance",,"2,025","2025","1,000-9,999","1-99","0","4","4","true","4",,"true","386","1-99","WA"
"2024 Aug 20 12:00:00 AM","2024 Nov 22 12:00:00 AM","Unauthorized Access","2024 Aug 14 12:00:00 AM","2024 Aug 20 12:00:00 AM","LCPtracker, Inc.","18,051",,"5,343","Business","Software","2,025","2025","1,000-9,999","1-99","0","6","6","true","6",,"true","94","1-99","CA"
"2024 Sep 27 12:00:00 AM","2024 Nov 22 12:00:00 AM","Cyberattack","2024 Sep 09 12:00:00 AM","2024 Oct 07 12:00:00 AM","Ardon Health, LLC","18,052","Phishing","6,527","Health",,"2,025","2025","1,000-9,999","1-99","10","18","28","true","28",,"false","56","1-99","OR"
"2024 Feb 09 12:00:00 AM","2024 Nov 22 12:00:00 AM","Unauthorized Access","2023 Dec 26 12:00:00 AM","2024 Feb 12 12:00:00 AM","Walsworth Publishing Company","18,053",,"685","Business","Other","2,025","2025","500-999","1-99","3","45","48","true","48",,"false","287","1-99","MO"
"2023 Dec 17 12:00:00 AM","2024 Nov 25 12:00:00 AM","Cyberattack","2023 Dec 01 12:00:00 AM","2023 Dec 17 12:00:00 AM","Datamaxx Applied Technologies, Inc.","18,057","Ransomware","678","Business","Other","2,025","2025","500-999","1-99","0","16","16","true","16",,"true","344","1-99","FL"
